52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,20,21,22,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,51,30,31,32,52,52,52,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,40,41,42,52,52,52,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,57,57,57,57,52,52,52,52,52,52,52,52,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,53,53,53,52,52,52,52,52,52
52,52,52,52,52,52,57,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,57,53,53,53,52,52,52,52,52,52
52,52,52,52,52,52,57,57,57,52,52,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,52,53,53,52,52,52,52,52,52
52,52,52,52,52,52,52,57,52,52,52,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,52,52,52,52,52,52,52,52,53,53,53,52,52,52,52,52,52,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,52,52,52,52,52,52,52,53,53,53,53,57,57,57,52,52,52,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,52,52,52,52,52,52,52,52,52,53,53,57,57,57,57,52,52,52,52,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,52,52,52,52,52,52,52,52,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,53,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,57,52,52,52,52,52,52,52,52,52
70,70,70,70,70,53,53,53,53,53,52,52,52,52,52,52,52,52,52,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,57,52,52,52,52,52,52,52,52,52
70,70,70,70,70,70,70,70,70,70,70,70,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,57,52,52,52,52,52,52,52,57,52,52,52,52,52,52,52,52,52,52
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,52,52,52,52,52,52,52,52,52,52,52,57,52,52,52,52,52,52,52,52,53,53,53,53,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,70,70,70,70,70,70,70,70,70,70,70,70,70,70,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,536870971,536870971,70,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,52,52,52,52,52,52,52
52,52,52,52,57,57,57,52,52,52,52,52,52,52,70,70,70,70,70,70,70,70,70,70,536870971,536870971,70,70,70,70,52,52,52,52,52,52,53,53,53,53,53,53,53,52,52,52,52,52,52,52
52,52,52,52,57,57,57,52,52,52,52,52,52,52,52,70,70,70,70,70,70,70,70,70,536870971,536870971,70,70,70,70,70,70,70,70,70,70,70,70,53,53,53,53,52,52,52,52,52,52,52,52
52,52,52,52,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,70,536870971,536870971,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,52,52
52,52,52,52,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,536870971,536870971,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,70,70,70,70,70,70,70,70,70,70,70,70,70
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,70,70,70,70,70,70
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,53,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,53,53,53,53,53,53,53,53,53,52,52,52,52,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,52,52,52,52,52,52,52,52
52,52,52,53,53,53,53,53,53,53,53,52,52,52,57,57,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,52,52,52,52,52,52,52,52
52,52,52,53,53,53,53,53,53,53,53,52,52,52,52,57,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,57,57,57,52,52,52,52,52,52,52
52,52,52,52,52,52,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,53,53,53,53,53,52,53,53,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,57,57,57,53,53,53,53,53,53,53,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
